EmployeeID,EventDate,EventType,EventDetail
EMP10500,2023-06-10,Grievance,Grievance raised with HR
EMP10500,2023-08-19,Manager Change,Reporting manager changed
EMP10500,2023-08-19,Resignation Submitted,"39-day notice, reason: Salary"
EMP10500,2023-09-27,Exit,Resignation - Salary
EMP10501,2019-05-01,Joined,Joined as Junior Engineer at Ahmedabad Water Works via Naukri / Job Portal
EMP10501,2023-05-27,Training,Training completed
EMP10501,2024-01-13,Exit,Resignation - Manager Relationship
EMP10502,2022-12-14,Joined,Joined as QA/QC Engineer at JNPA WOLP via Recruitment Consultancy
EMP10502,2023-04-15,Training,Training completed
EMP10502,2023-09-23,Training,Training completed
EMP10502,2023-10-21,Manager Change,Reporting manager changed
EMP10502,2023-11-11,Training,Training completed
EMP10502,2024-11-16,Training,Training completed
EMP10502,2025-01-18,Training,Training completed
EMP10502,2025-05-17,Resignation Submitted,"65-day notice, reason: Better Offer"
EMP10502,2025-07-21,Exit,Resignation - Better Offer
EMP10503,2020-09-17,Joined,Joined as Senior Engineer at Pune Metro Reach-3 via Labour Contractor
EMP10503,2023-04-15,Training,Training completed
EMP10503,2023-08-26,Resignation Submitted,"47-day notice, reason: Manager Relationship"
EMP10503,2023-10-12,Exit,Resignation - Manager Relationship
EMP10504,2025-05-24,Joined,Joined as Deputy Manager at Pune Metro Reach-3 via Recruitment Consultancy
EMP10504,2025-06-07,Resignation Submitted,"7-day notice, reason: Salary"
EMP10504,2025-06-14,Exit,Resignation - Salary
EMP10505,2024-10-26,Joined,Joined as Deputy Manager at JNPA WOLP via Employee Referral
EMP10505,2024-11-09,Grievance,Grievance raised with HR
EMP10505,2025-06-21,Training,Training completed
EMP10505,2025-07-12,Training,Training completed
EMP10505,2025-11-29,Training,Training completed
EMP10505,2026-01-31,Training,Training completed
EMP10506,2023-06-17,Joined,Joined as Project Manager at Bengaluru Tech Park via Naukri / Job Portal
EMP10506,2023-09-09,Grievance,Grievance raised with HR
EMP10506,2023-09-30,Manager Change,Reporting manager changed
EMP10506,2023-11-11,Training,Training completed
EMP10506,2023-12-02,Grievance,Grievance raised with HR
EMP10506,2023-12-09,Training,Training completed
EMP10506,2024-03-02,Training,Training completed
EMP10506,2024-03-02,Manager Change,Reporting manager changed
EMP10506,2024-03-02,Grievance,Grievance raised with HR
EMP10506,2024-03-23,Grievance,Grievance raised with HR
EMP10506,2024-04-13,Grievance,Grievance raised with HR
EMP10506,2024-05-04,Grievance,Grievance raised with HR
EMP10506,2024-06-08,Grievance,Grievance raised with HR
EMP10506,2024-06-22,Grievance,Grievance raised with HR
EMP10506,2024-07-20,Training,Training completed
EMP10506,2024-08-03,Training,Training completed
EMP10506,2024-08-17,Manager Change,Reporting manager changed
EMP10506,2024-09-07,Training,Training completed
EMP10506,2024-09-07,Grievance,Grievance raised with HR
EMP10506,2024-09-14,Training,Training completed
EMP10506,2024-12-21,Training,Training completed
EMP10506,2025-02-22,Grievance,Grievance raised with HR
EMP10506,2025-03-29,Grievance,Grievance raised with HR
EMP10506,2025-06-14,Promotion,Promoted / re-graded
EMP10506,2025-07-26,Manager Change,Reporting manager changed
EMP10506,2025-08-09,Resignation Submitted,"67-day notice, reason: Work Conditions"
EMP10506,2025-10-15,Exit,Resignation - Work Conditions
EMP10507,2026-01-24,Joined,Joined as Store Officer at JNPA WOLP via Employee Referral
EMP10507,2026-08-29,Training,Training completed
EMP10508,2024-07-27,Joined,Joined as Accounts Officer at Mumbai HO via Employee Referral
EMP10508,2024-07-27,Grievance,Grievance raised with HR
EMP10508,2024-11-23,Manager Change,Reporting manager changed
EMP10508,2025-02-01,Grievance,Grievance raised with HR
EMP10508,2025-03-01,Grievance,Grievance raised with HR
EMP10508,2025-03-08,Grievance,Grievance raised with HR
EMP10508,2025-05-31,Training,Training completed
EMP10508,2025-07-26,Promotion,Promoted / re-graded
EMP10508,2025-08-30,Training,Training completed
EMP10508,2025-09-27,Manager Change,Reporting manager changed
EMP10508,2025-10-04,Training,Training completed
EMP10508,2026-08-22,Grievance,Grievance raised with HR
EMP10509,2023-12-16,Joined,Joined as Construction Manager at Mantralaya Redevelopment via Recruitment Consultancy
EMP10509,2024-02-03,Training,Training completed
EMP10509,2024-03-02,Manager Change,Reporting manager changed
EMP10509,2024-05-18,Manager Change,Reporting manager changed
EMP10509,2024-07-06,Training,Training completed
EMP10509,2025-03-01,Training,Training completed
EMP10509,2025-06-21,Training,Training completed
EMP10509,2025-07-12,Resignation Submitted,"60-day notice, reason: Personal / Family"
EMP10509,2025-09-10,Exit,Resignation - Personal / Family
EMP10510,2020-06-07,Joined,Joined as Project Manager at Ahmedabad Water Works via Naukri / Job Portal
EMP10510,2023-04-01,Manager Change,Reporting manager changed
EMP10510,2023-07-01,Training,Training completed
EMP10510,2023-12-09,Training,Training completed
EMP10510,2024-06-22,Resignation Submitted,"8-day notice, reason: Personal / Family"
EMP10510,2024-06-30,Exit,Resignation - Personal / Family
EMP10511,2025-01-04,Joined,Joined as Supervisor at Bengaluru Tech Park via Employee Referral
EMP10511,2025-01-25,Resignation Submitted,"5-day notice, reason: Salary"
EMP10511,2025-01-30,Exit,Resignation - Salary
EMP10512,2021-05-06,Joined,Joined as Project Manager at JNPA WOLP via Recruitment Consultancy
EMP10512,2023-07-22,Grievance,Grievance raised with HR
EMP10512,2024-01-06,Grievance,Grievance raised with HR
EMP10512,2024-02-03,Grievance,Grievance raised with HR
EMP10512,2024-04-27,Resignation Submitted,"54-day notice, reason: Manager Relationship"
EMP10512,2024-06-20,Exit,Resignation - Manager Relationship
EMP10513,2023-05-06,Joined,Joined as Deputy Manager at Nagpur Expressway Pkg-4 via Employee Referral
EMP10513,2023-08-26,Grievance,Grievance raised with HR
EMP10513,2023-10-21,Training,Training completed
EMP10513,2023-10-21,Grievance,Grievance raised with HR
EMP10513,2024-02-03,Grievance,Grievance raised with HR
EMP10513,2024-03-23,Resignation Submitted,"60-day notice, reason: Better Offer"
EMP10513,2024-05-22,Exit,Resignation - Better Offer
EMP10514,2025-12-27,Joined,Joined as Supervisor at Bengaluru Tech Park via Walk-in / Site Gate
EMP10514,2026-02-07,Training,Training completed
EMP10514,2026-04-11,Manager Change,Reporting manager changed
EMP10514,2026-04-25,Grievance,Grievance raised with HR
EMP10514,2026-06-27,Training,Training completed
EMP10515,2024-07-06,Joined,Joined as Supervisor at Delhi NCR Logistics Hub via Labour Contractor
EMP10515,2024-10-05,Manager Change,Reporting manager changed
EMP10515,2024-11-09,Training,Training completed
EMP10515,2025-07-26,Training,Training completed
EMP10515,2025-08-09,Manager Change,Reporting manager changed
EMP10515,2026-04-25,Training,Training completed
EMP10515,2026-07-04,Manager Change,Reporting manager changed
EMP10516,2023-06-03,Joined,Joined as Deputy Manager at Delhi NCR Logistics Hub via Recruitment Consultancy
EMP10516,2023-06-14,Exit,Absconding - Wage Dispute
EMP10517,2025-08-30,Joined,Joined as Deputy Manager at Ahmedabad Water Works via Recruitment Consultancy
EMP10517,2026-05-09,Training,Training completed
EMP10518,2023-01-10,Joined,Joined as Deputy Manager at JNPA WOLP via Recruitment Consultancy
EMP10518,2023-10-14,Manager Change,Reporting manager changed
EMP10518,2024-04-27,Training,Training completed
EMP10518,2024-07-20,Training,Training completed
EMP10518,2024-12-21,Training,Training completed
EMP10518,2026-02-14,Training,Training completed
EMP10518,2026-02-28,Training,Training completed
EMP10518,2026-03-28,Training,Training completed
EMP10519,2026-05-09,Joined,Joined as Junior Engineer at Nagpur Expressway Pkg-4 via Naukri / Job Portal
EMP10519,2026-05-16,Exit,Absconding - Wage Dispute
EMP10520,2021-02-28,Joined,Joined as Deputy Manager at Mantralaya Redevelopment via Recruitment Consultancy
EMP10520,2023-11-18,Training,Training completed
EMP10520,2023-12-02,Grievance,Grievance raised with HR
EMP10520,2024-01-20,Grievance,Grievance raised with HR
EMP10520,2024-04-13,Resignation Submitted,"7-day notice, reason: Personal / Family"
EMP10520,2024-04-20,Exit,Resignation - Personal / Family
EMP10521,2021-01-28,Joined,Joined as Design Engineer at Ahmedabad Water Works via Employee Referral
EMP10521,2023-07-15,Training,Training completed
EMP10521,2024-05-04,Training,Training completed
EMP10521,2024-07-27,Training,Training completed
EMP10521,2024-11-30,Manager Change,Reporting manager changed
EMP10521,2025-04-12,Grievance,Grievance raised with HR
EMP10521,2025-06-28,Training,Training completed
EMP10521,2025-11-15,Training,Training completed
EMP10521,2026-03-14,Training,Training completed
EMP10521,2026-08-01,Training,Training completed
EMP10522,2021-10-30,Joined,Joined as Deputy Manager at Delhi NCR Logistics Hub via Employee Referral
EMP10522,2023-04-08,Training,Training completed
EMP10522,2023-04-15,Manager Change,Reporting manager changed
EMP10522,2023-06-17,Training,Training completed
EMP10522,2023-06-24,Manager Change,Reporting manager changed
EMP10522,2023-12-16,Manager Change,Reporting manager changed
EMP10522,2024-03-23,Training,Training completed
EMP10522,2024-04-06,Resignation Submitted,"34-day notice, reason: Salary"
EMP10522,2024-05-10,Exit,Resignation - Salary
EMP10523,2024-04-20,Joined,Joined as Site Engineer at Ahmedabad Water Works via Naukri / Job Portal
EMP10523,2025-03-08,Training,Training completed
EMP10523,2025-09-06,Training,Training completed
EMP10523,2026-01-24,Resignation Submitted,"44-day notice, reason: Relocation"
EMP10523,2026-03-09,Exit,Resignation - Relocation
EMP10524,2023-09-30,Joined,Joined as Procurement Executive at Mumbai HO via Labour Contractor
EMP10524,2023-10-21,Training,Training completed
EMP10524,2023-12-09,Manager Change,Reporting manager changed
EMP10524,2024-01-06,Training,Training completed
EMP10524,2024-01-13,Training,Training completed
EMP10524,2024-02-17,Grievance,Grievance raised with HR
EMP10524,2024-09-28,Promotion,Promoted / re-graded
EMP10524,2024-12-07,Training,Training completed
EMP10524,2024-12-21,Training,Training completed
EMP10524,2025-02-08,Manager Change,Reporting manager changed
EMP10524,2025-05-24,Training,Training completed
EMP10524,2025-06-07,Manager Change,Reporting manager changed
EMP10524,2025-11-22,Training,Training completed
EMP10525,2025-02-08,Joined,Joined as Senior Engineer at JNPA WOLP via Employee Referral
EMP10525,2025-03-29,Training,Training completed
EMP10525,2025-05-10,Training,Training completed
EMP10525,2025-05-17,Grievance,Grievance raised with HR
EMP10525,2025-07-05,Manager Change,Reporting manager changed
EMP10525,2025-10-04,Manager Change,Reporting manager changed
EMP10526,2023-05-20,Joined,Joined as Deputy Manager at Mumbai HO via Employee Referral
EMP10526,2024-04-13,Training,Training completed
EMP10526,2024-05-18,Promotion,Promoted / re-graded
EMP10526,2025-09-13,Training,Training completed
EMP10526,2025-11-22,Manager Change,Reporting manager changed
EMP10527,2022-11-02,Joined,Joined as Senior Engineer at Ahmedabad Water Works via Recruitment Consultancy
EMP10527,2023-09-09,Training,Training completed
EMP10527,2024-04-13,Training,Training completed
EMP10527,2024-04-13,Manager Change,Reporting manager changed
EMP10527,2024-07-06,Training,Training completed
EMP10527,2024-08-24,Training,Training completed
EMP10527,2024-11-23,Resignation Submitted,"38-day notice, reason: Manager Relationship"
EMP10527,2024-12-31,Exit,Resignation - Manager Relationship
EMP10528,2025-05-03,Joined,Joined as Procurement Executive at Mumbai HO via Walk-in / Site Gate
EMP10528,2025-09-13,Manager Change,Reporting manager changed
EMP10528,2025-11-01,Training,Training completed
EMP10528,2025-11-22,Grievance,Grievance raised with HR
EMP10528,2025-11-29,Grievance,Grievance raised with HR
EMP10528,2026-02-14,Grievance,Grievance raised with HR
EMP10528,2026-03-21,Training,Training completed
EMP10528,2026-05-02,Promotion,Promoted / re-graded
EMP10528,2026-06-06,Grievance,Grievance raised with HR
EMP10528,2026-06-06,Resignation Submitted,"32-day notice, reason: Manager Relationship"
EMP10528,2026-07-08,Exit,Resignation - Manager Relationship
EMP10529,2022-12-09,Joined,Joined as Deputy Manager at Mumbai HO via Recruitment Consultancy
EMP10529,2023-08-05,Training,Training completed
EMP10529,2024-02-17,Training,Training completed
EMP10529,2024-03-02,Grievance,Grievance raised with HR
EMP10529,2024-03-16,Training,Training completed
EMP10529,2024-03-30,Manager Change,Reporting manager changed
EMP10529,2024-08-17,Training,Training completed
EMP10529,2024-09-14,Manager Change,Reporting manager changed
EMP10529,2025-01-04,Grievance,Grievance raised with HR
EMP10529,2025-01-11,Grievance,Grievance raised with HR
EMP10529,2025-03-15,Training,Training completed
EMP10529,2025-03-22,Training,Training completed
EMP10529,2025-07-19,Training,Training completed
EMP10529,2025-09-13,Training,Training completed
EMP10529,2026-02-14,Manager Change,Reporting manager changed
EMP10529,2026-02-28,Training,Training completed
EMP10529,2026-04-11,Grievance,Grievance raised with HR
EMP10529,2026-06-27,Training,Training completed
EMP10530,2023-06-10,Joined,Joined as Site Engineer at Bengaluru Tech Park via Employee Referral
EMP10530,2023-07-29,Training,Training completed
EMP10530,2024-01-20,Training,Training completed
EMP10530,2024-03-02,Training,Training completed
EMP10530,2024-04-13,Training,Training completed
EMP10530,2024-06-08,Promotion,Promoted / re-graded
EMP10530,2024-08-03,Training,Training completed
EMP10530,2024-10-26,Resignation Submitted,"36-day notice, reason: Salary"
EMP10530,2024-12-01,Exit,Resignation - Salary
EMP10531,2025-09-13,Joined,Joined as Deputy Manager at Mumbai HO via Employee Referral
EMP10531,2025-12-20,Training,Training completed
EMP10531,2026-01-03,Manager Change,Reporting manager changed
EMP10531,2026-03-28,Training,Training completed
EMP10531,2026-07-25,Grievance,Grievance raised with HR
EMP10532,2024-06-29,Joined,Joined as Project Manager at Ahmedabad Water Works via Naukri / Job Portal
EMP10532,2024-11-10,Exit,End of Contract - Project Demobilisation
EMP10533,2024-09-14,Joined,Joined as Site Engineer at Mantralaya Redevelopment via Walk-in / Site Gate
EMP10533,2024-09-21,Training,Training completed
EMP10533,2024-12-07,Training,Training completed
EMP10533,2024-12-14,Grievance,Grievance raised with HR
EMP10533,2025-01-18,Training,Training completed
EMP10533,2025-04-05,Grievance,Grievance raised with HR
EMP10533,2025-05-24,Grievance,Grievance raised with HR
EMP10533,2025-05-31,Grievance,Grievance raised with HR
EMP10533,2025-05-31,Resignation Submitted,"38-day notice, reason: Better Offer"
EMP10533,2025-07-08,Exit,Resignation - Better Offer
EMP10534,2024-11-16,Joined,Joined as Junior Engineer at Bengaluru Tech Park via Recruitment Consultancy
EMP10534,2024-12-14,Training,Training completed
EMP10534,2024-12-28,Training,Training completed
EMP10534,2025-09-06,Resignation Submitted,"19-day notice, reason: Better Offer"
EMP10534,2025-09-25,Exit,Resignation - Better Offer
EMP10535,2024-04-27,Joined,Joined as Safety Officer at Mantralaya Redevelopment via Naukri / Job Portal
EMP10535,2024-07-13,Manager Change,Reporting manager changed
EMP10535,2024-08-31,Training,Training completed
EMP10535,2024-09-14,Training,Training completed
EMP10535,2024-09-28,Grievance,Grievance raised with HR
EMP10535,2024-11-02,Training,Training completed
EMP10535,2024-11-23,Training,Training completed
EMP10535,2025-01-11,Training,Training completed
EMP10535,2025-07-12,Resignation Submitted,"50-day notice, reason: Career Growth"
EMP10535,2025-08-31,Exit,Resignation - Career Growth
EMP10536,2023-04-01,Joined,Joined as Project Manager at Bengaluru Tech Park via Recruitment Consultancy
EMP10536,2023-06-03,Grievance,Grievance raised with HR
EMP10536,2023-06-10,Grievance,Grievance raised with HR
EMP10536,2024-01-13,Resignation Submitted,"8-day notice, reason: Salary"
EMP10536,2024-01-21,Exit,Resignation - Salary
EMP10537,2023-01-20,Joined,Joined as Deputy Manager at Pune Metro Reach-3 via Employee Referral
EMP10537,2023-04-15,Training,Training completed
EMP10537,2023-04-22,Training,Training completed
EMP10537,2023-07-22,Training,Training completed
EMP10537,2023-08-26,Training,Training completed
EMP10537,2023-12-09,Training,Training completed
EMP10537,2024-02-03,Training,Training completed
EMP10537,2024-02-24,Training,Training completed
EMP10537,2024-04-06,Manager Change,Reporting manager changed
EMP10537,2024-12-21,Resignation Submitted,"43-day notice, reason: Work Conditions"
EMP10537,2025-02-02,Exit,Resignation - Work Conditions
EMP10538,2020-05-23,Joined,Joined as QA/QC Engineer at Nagpur Expressway Pkg-4 via Labour Contractor
EMP10538,2023-04-17,Exit,Resignation - Manager Relationship
EMP10539,2026-06-13,Joined,Joined as Construction Manager at Bengaluru Tech Park via Recruitment Consultancy
EMP10540,2026-05-23,Joined,Joined as Deputy Manager at Bengaluru Tech Park via Recruitment Consultancy
EMP10540,2026-06-08,Exit,Absconding - No Intimation
EMP10541,2024-12-07,Joined,Joined as Deputy Manager at Mumbai HO via Recruitment Consultancy
EMP10541,2025-02-08,Manager Change,Reporting manager changed
EMP10541,2025-08-16,Training,Training completed
EMP10541,2026-05-02,Training,Training completed
EMP10541,2026-09-05,Training,Training completed
EMP10542,2019-11-16,Joined,Joined as Deputy Manager at JNPA WOLP via Employee Referral
EMP10542,2023-04-15,Training,Training completed
EMP10542,2023-12-16,Training,Training completed
EMP10542,2023-12-16,Manager Change,Reporting manager changed
EMP10542,2024-05-25,Grievance,Grievance raised with HR
EMP10542,2024-06-08,Training,Training completed
EMP10542,2025-01-18,Manager Change,Reporting manager changed
EMP10542,2025-05-03,Training,Training completed
EMP10542,2025-08-30,Training,Training completed
EMP10542,2025-09-27,Training,Training completed
EMP10542,2025-11-08,Training,Training completed
EMP10542,2026-07-04,Training,Training completed
EMP10543,2019-10-13,Joined,Joined as Accounts Officer at Bengaluru Tech Park via Internal Transfer
EMP10543,2023-04-15,Exit,Termination - Attendance
EMP10544,2023-08-26,Joined,Joined as Accounts Officer at Mumbai HO via Walk-in / Site Gate
EMP10544,2023-10-28,Training,Training completed
EMP10544,2023-12-16,Training,Training completed
EMP10544,2023-12-23,Training,Training completed
EMP10544,2024-08-17,Grievance,Grievance raised with HR
EMP10544,2024-10-05,Manager Change,Reporting manager changed
EMP10544,2024-11-09,Grievance,Grievance raised with HR
EMP10544,2024-12-07,Resignation Submitted,"25-day notice, reason: Salary"
EMP10544,2025-01-01,Exit,Resignation - Salary
EMP10545,2024-03-02,Joined,Joined as Deputy Manager at Mumbai HO via Internal Transfer
EMP10545,2024-05-25,Training,Training completed
EMP10545,2024-07-13,Training,Training completed
EMP10545,2025-07-26,Manager Change,Reporting manager changed
EMP10545,2025-08-09,Grievance,Grievance raised with HR
EMP10545,2025-11-08,Grievance,Grievance raised with HR
EMP10545,2026-02-28,Promotion,Promoted / re-graded
EMP10545,2026-04-04,Training,Training completed
EMP10545,2026-06-27,Training,Training completed
EMP10546,2025-02-01,Joined,Joined as Senior Engineer at Delhi NCR Logistics Hub via Internal Transfer
EMP10546,2025-03-01,Training,Training completed
EMP10546,2025-11-29,Training,Training completed
EMP10546,2025-12-13,Training,Training completed
EMP10546,2026-01-31,Promotion,Promoted / re-graded
EMP10546,2026-05-09,Training,Training completed
EMP10547,2023-11-04,Joined,Joined as Senior Engineer at Ahmedabad Water Works via Recruitment Consultancy
EMP10547,2023-11-18,Training,Training completed
EMP10547,2023-11-18,Grievance,Grievance raised with HR
EMP10547,2023-11-25,Manager Change,Reporting manager changed
EMP10547,2023-12-30,Training,Training completed
EMP10547,2024-01-27,Exit,Resignation - Relocation
EMP10548,2021-12-05,Joined,Joined as Supervisor at Delhi NCR Logistics Hub via Employee Referral
EMP10548,2023-07-22,Training,Training completed
EMP10548,2023-09-23,Grievance,Grievance raised with HR
EMP10548,2024-11-30,Resignation Submitted,"25-day notice, reason: Career Growth"
EMP10548,2024-12-25,Exit,Resignation - Career Growth
EMP10549,2025-11-01,Joined,Joined as Supervisor at Pune Metro Reach-3 via Recruitment Consultancy
EMP10549,2025-12-06,Training,Training completed
EMP10549,2026-02-07,Grievance,Grievance raised with HR
EMP10549,2026-05-30,Grievance,Grievance raised with HR
EMP10550,2023-04-01,Joined,Joined as Site Engineer at Delhi NCR Logistics Hub via Recruitment Consultancy
EMP10550,2023-08-12,Training,Training completed
EMP10550,2023-08-26,Grievance,Grievance raised with HR
EMP10550,2024-04-06,Resignation Submitted,"36-day notice, reason: Personal / Family"
EMP10550,2024-05-12,Exit,Resignation - Personal / Family
EMP10551,2020-02-18,Joined,Joined as QA/QC Engineer at Nagpur Expressway Pkg-4 via Walk-in / Site Gate
EMP10551,2023-09-30,Grievance,Grievance raised with HR
EMP10551,2023-10-07,Training,Training completed
EMP10551,2023-11-11,Grievance,Grievance raised with HR
EMP10551,2024-01-27,Manager Change,Reporting manager changed
EMP10551,2024-02-17,Resignation Submitted,"40-day notice, reason: Manager Relationship"
EMP10551,2024-03-28,Exit,Resignation - Manager Relationship
EMP10552,2023-04-29,Joined,Joined as Deputy Manager at Nagpur Expressway Pkg-4 via Naukri / Job Portal
EMP10552,2023-05-20,Training,Training completed
EMP10552,2023-07-29,Grievance,Grievance raised with HR
EMP10552,2023-12-09,Grievance,Grievance raised with HR
EMP10552,2023-12-16,Grievance,Grievance raised with HR
EMP10552,2023-12-23,Resignation Submitted,"39-day notice, reason: Work Conditions"
EMP10552,2024-01-31,Exit,Resignation - Work Conditions
EMP10553,2025-10-11,Joined,Joined as Site Engineer at Mantralaya Redevelopment via Employee Referral
EMP10553,2025-12-13,Resignation Submitted,"40-day notice, reason: Personal / Family"
EMP10553,2026-01-22,Exit,Resignation - Personal / Family
EMP10554,2024-08-03,Joined,Joined as Site Engineer at Nagpur Expressway Pkg-4 via Naukri / Job Portal
EMP10554,2024-09-28,Training,Training completed
EMP10554,2024-10-19,Training,Training completed
EMP10554,2024-11-09,Training,Training completed
EMP10554,2025-02-01,Grievance,Grievance raised with HR
EMP10554,2025-02-22,Manager Change,Reporting manager changed
EMP10554,2025-03-08,Grievance,Grievance raised with HR
EMP10554,2025-04-05,Training,Training completed
EMP10554,2025-06-07,Training,Training completed
EMP10554,2025-06-21,Training,Training completed
EMP10554,2025-08-02,Training,Training completed
EMP10554,2025-08-09,Training,Training completed
EMP10554,2025-10-25,Grievance,Grievance raised with HR
EMP10554,2025-11-29,Manager Change,Reporting manager changed
EMP10554,2025-12-27,Training,Training completed
EMP10554,2026-01-03,Grievance,Grievance raised with HR
EMP10554,2026-06-20,Training,Training completed
EMP10554,2026-08-01,Promotion,Promoted / re-graded
EMP10554,2026-08-22,Training,Training completed
EMP10555,2019-05-31,Joined,Joined as Accounts Officer at Bengaluru Tech Park via Walk-in / Site Gate
EMP10555,2023-05-06,Resignation Submitted,"30-day notice, reason: Manager Relationship"
EMP10555,2023-06-05,Exit,Resignation - Manager Relationship
EMP10556,2025-08-09,Joined,Joined as Deputy Manager at Pune Metro Reach-3 via Recruitment Consultancy
EMP10556,2025-09-27,Grievance,Grievance raised with HR
EMP10556,2025-10-04,Training,Training completed
EMP10556,2025-10-11,Grievance,Grievance raised with HR
EMP10556,2025-11-08,Training,Training completed
EMP10556,2026-07-04,Resignation Submitted,"44-day notice, reason: Work Conditions"
EMP10556,2026-08-17,Exit,Resignation - Work Conditions
EMP10557,2019-09-09,Joined,Joined as Deputy Manager at Mumbai HO via Recruitment Consultancy
EMP10557,2023-10-28,Training,Training completed
EMP10557,2024-01-06,Manager Change,Reporting manager changed
EMP10557,2024-07-20,Manager Change,Reporting manager changed
EMP10557,2025-02-15,Training,Training completed
EMP10557,2025-07-05,Training,Training completed
EMP10557,2025-08-30,Training,Training completed
EMP10557,2025-12-27,Manager Change,Reporting manager changed
EMP10557,2026-04-18,Resignation Submitted,"63-day notice, reason: Personal / Family"
EMP10557,2026-06-20,Exit,Resignation - Personal / Family
EMP10558,2024-05-18,Joined,Joined as Senior Engineer at Delhi NCR Logistics Hub via Labour Contractor
EMP10558,2024-06-08,Resignation Submitted,"5-day notice, reason: Career Growth"
EMP10558,2024-06-13,Exit,Resignation - Career Growth
EMP10559,2024-01-06,Joined,Joined as Deputy Manager at Delhi NCR Logistics Hub via Employee Referral
EMP10559,2024-05-04,Training,Training completed
EMP10559,2024-07-13,Manager Change,Reporting manager changed
EMP10559,2025-08-09,Training,Training completed
EMP10559,2026-06-06,Grievance,Grievance raised with HR
EMP10559,2026-06-13,Training,Training completed
EMP10560,2026-04-18,Joined,Joined as Junior Engineer at Nagpur Expressway Pkg-4 via Walk-in / Site Gate
EMP10560,2026-05-09,Training,Training completed
EMP10560,2026-08-15,Training,Training completed
EMP10561,2020-11-10,Joined,Joined as Construction Manager at Mumbai HO via Employee Referral
EMP10561,2023-07-29,Manager Change,Reporting manager changed
EMP10561,2023-11-11,Promotion,Promoted / re-graded
EMP10561,2024-03-23,Grievance,Grievance raised with HR
EMP10561,2024-04-06,Training,Training completed
EMP10561,2024-09-28,Training,Training completed
EMP10561,2024-12-14,Training,Training completed
EMP10561,2025-02-01,Training,Training completed
EMP10561,2025-08-02,Training,Training completed
EMP10561,2025-10-04,Training,Training completed
EMP10561,2026-01-31,Training,Training completed
EMP10561,2026-02-28,Training,Training completed
EMP10561,2026-05-16,Grievance,Grievance raised with HR
EMP10561,2026-06-13,Grievance,Grievance raised with HR
EMP10561,2026-07-11,Resignation Submitted,"51-day notice, reason: Work Conditions"
EMP10561,2026-08-31,Exit,Resignation - Work Conditions
EMP10562,2023-02-12,Joined,Joined as Design Engineer at Mumbai HO via Employee Referral
EMP10562,2023-04-15,Manager Change,Reporting manager changed
EMP10562,2023-09-02,Manager Change,Reporting manager changed
EMP10562,2023-11-11,Training,Training completed
EMP10562,2024-06-08,Training,Training completed
EMP10562,2025-05-03,Training,Training completed
EMP10562,2025-08-30,Training,Training completed
EMP10562,2025-10-18,Training,Training completed
EMP10562,2025-11-29,Training,Training completed
EMP10562,2025-12-20,Training,Training completed
EMP10562,2026-02-28,Grievance,Grievance raised with HR
EMP10563,2020-06-15,Joined,Joined as Construction Manager at Delhi NCR Logistics Hub via Recruitment Consultancy
EMP10563,2023-05-20,Grievance,Grievance raised with HR
EMP10563,2023-06-03,Manager Change,Reporting manager changed
EMP10563,2023-06-17,Promotion,Promoted / re-graded
EMP10563,2023-06-24,Training,Training completed
EMP10563,2023-06-24,Manager Change,Reporting manager changed
EMP10563,2023-07-15,Manager Change,Reporting manager changed
EMP10563,2023-07-22,Resignation Submitted,"46-day notice, reason: Better Offer"
EMP10563,2023-09-06,Exit,Resignation - Better Offer
EMP10564,2020-04-21,Joined,Joined as Supervisor at JNPA WOLP via Labour Contractor
EMP10564,2023-04-25,Exit,Resignation - Manager Relationship
EMP10565,2023-05-20,Joined,Joined as Project Manager at JNPA WOLP via Employee Referral
EMP10565,2023-09-23,Training,Training completed
EMP10565,2024-06-22,Manager Change,Reporting manager changed
EMP10565,2024-08-03,Manager Change,Reporting manager changed
EMP10565,2025-05-17,Promotion,Promoted / re-graded
EMP10565,2025-11-08,Resignation Submitted,"60-day notice, reason: Personal / Family"
EMP10565,2026-01-07,Exit,Resignation - Personal / Family
EMP10566,2025-07-05,Joined,Joined as Procurement Executive at Delhi NCR Logistics Hub via Labour Contractor
EMP10566,2025-08-09,Training,Training completed
EMP10566,2026-07-11,Manager Change,Reporting manager changed
EMP10567,2025-10-11,Joined,Joined as Site Helper at JNPA WOLP via Walk-in / Site Gate
EMP10567,2025-10-11,Training,Training completed
EMP10567,2025-11-22,Training,Training completed
EMP10567,2026-03-07,Grievance,Grievance raised with HR
EMP10567,2026-04-18,Training,Training completed
EMP10567,2026-04-18,Exit,Resignation - Relocation
EMP10568,2020-06-05,Joined,Joined as Supervisor at Bengaluru Tech Park via Labour Contractor
EMP10568,2023-05-06,Resignation Submitted,"9-day notice, reason: Relocation"
EMP10568,2023-05-15,Exit,Resignation - Relocation
EMP10569,2023-08-19,Joined,Joined as HR Executive at Pune Metro Reach-3 via Recruitment Consultancy
EMP10569,2023-08-19,Training,Training completed
EMP10569,2023-11-18,Training,Training completed
EMP10569,2024-01-06,Training,Training completed
EMP10569,2024-02-10,Resignation Submitted,"49-day notice, reason: Career Growth"
EMP10569,2024-03-30,Exit,Resignation - Career Growth
