EmployeeID,DOJ,Department,Position,Grade,Site,SiteType,ManagerID,EmploymentType,RecruitmentSource,Age,PriorExperienceYears,MonthlySalary,SalaryVsRoleBenchmark,DistanceFromSiteKm,AccommodationProvided,BusinessCriticality,RealisticJobPreview,SiteRemoteness
EMP10623,2024-05-04,Planning & Coordination,Deputy Manager,5,Pune Metro Reach-3,Metro,MGR070,Permanent,Employee Referral,48,7.9,87900,-0.0442,19.0,0,4,1,0.25
EMP10624,2026-06-27,Civil Execution,Construction Manager,5,Bengaluru Tech Park,Commercial,MGR021,Permanent,Recruitment Consultancy,42,6.6,125300,0.2094,12.2,0,5,1,0.2
EMP10625,2022-05-02,Business Support Services,HR Executive,3,Pune Metro Reach-3,Metro,MGR067,Permanent,Recruitment Consultancy,43,3.8,37800,0.0042,3.9,0,2,1,0.25
EMP10626,2019-07-21,Stores & Logistics,Site Helper,1,Delhi NCR Logistics Hub,Industrial,MGR094,Fixed Term Contract,Walk-in / Site Gate,26,2.4,16500,-0.028,30.0,0,1,1,0.45
EMP10627,2025-04-05,Stores & Logistics,Site Helper,1,Nagpur Expressway Pkg-4,Highway,MGR112,Fixed Term Contract,Labour Contractor,19,0.5,20600,0.241,2.7,0,1,0,0.85
EMP10628,2024-11-23,Stores & Logistics,Site Helper,1,Mantralaya Redevelopment,Government Building,MGR077,Fixed Term Contract,Walk-in / Site Gate,33,0.7,17300,0.0398,10.2,0,1,0,0.15
EMP10629,2022-06-10,Civil Execution,Site Engineer,3,Mantralaya Redevelopment,Government Building,MGR032,Permanent,Naukri / Job Portal,19,4.1,41000,-0.0469,5.6,0,3,0,0.15
EMP10630,2019-10-07,Civil Execution,Supervisor,2,Pune Metro Reach-3,Metro,MGR094,Permanent,Recruitment Consultancy,25,2.7,30300,0.012,21.4,0,2,1,0.25
EMP10631,2022-10-18,Civil Execution,Junior Engineer,2,JNPA WOLP,Port Infrastructure,MGR009,Fixed Term Contract,Naukri / Job Portal,20,2.1,30700,0.1517,3.0,1,2,0,0.55
EMP10632,2025-12-06,HR & Admin,Deputy Manager,5,Pune Metro Reach-3,Metro,MGR101,Permanent,Employee Referral,32,6.3,76000,-0.1588,23.5,0,4,1,0.25
EMP10633,2024-04-13,Accounts & Finance,Accounts Officer,3,JNPA WOLP,Port Infrastructure,MGR120,Fixed Term Contract,Recruitment Consultancy,44,5.9,36600,-0.0762,2.3,1,2,1,0.55
EMP10634,2019-02-22,Civil Execution,Site Helper,1,Delhi NCR Logistics Hub,Industrial,MGR089,Fixed Term Contract,Labour Contractor,25,1.1,14100,-0.1566,1.7,1,1,0,0.45
EMP10635,2026-03-21,Procurement,Procurement Executive,3,JNPA WOLP,Port Infrastructure,MGR105,Permanent,Employee Referral,33,3.5,50100,0.0685,6.6,1,3,1,0.55
EMP10636,2021-03-07,Civil Execution,Supervisor,2,Mantralaya Redevelopment,Government Building,MGR071,Fixed Term Contract,Recruitment Consultancy,47,3.0,33800,0.125,3.2,0,2,0,0.15
EMP10637,2021-05-08,Stores & Logistics,Deputy Manager,5,Nagpur Expressway Pkg-4,Highway,MGR002,Permanent,Internal Transfer,32,6.3,79000,-0.1256,2.4,1,4,1,0.85
EMP10638,2025-01-04,Civil Execution,Site Helper,1,Ahmedabad Water Works,Water,MGR024,Fixed Term Contract,Labour Contractor,25,0.6,19000,0.1433,1.9,1,1,0,0.65
EMP10639,2026-04-04,Quality Assurance & Control,Junior Engineer,2,Ahmedabad Water Works,Water,MGR098,Apprentice / Trainee,Employee Referral,28,4.9,27700,0.0062,9.4,0,2,1,0.65
EMP10640,2024-05-11,MEP,Site Engineer,3,Delhi NCR Logistics Hub,Industrial,MGR100,Permanent,Naukri / Job Portal,27,3.2,45800,0.0758,1.1,1,3,1,0.45
EMP10641,2020-09-10,MEP,Deputy Manager,5,Pune Metro Reach-3,Metro,MGR092,Permanent,Internal Transfer,50,8.4,107300,0.1604,26.4,0,4,1,0.25
EMP10642,2025-04-26,Civil Execution,Junior Engineer,2,Ahmedabad Water Works,Water,MGR041,Permanent,Campus Hiring,36,2.2,27900,0.0455,25.3,0,2,1,0.65
EMP10643,2025-09-27,Procurement,Deputy Manager,5,Mumbai HO,Corporate,MGR056,Permanent,Employee Referral,43,11.7,100900,0.0533,21.6,0,4,1,0.05
EMP10644,2024-03-02,Civil Execution,Site Helper,1,JNPA WOLP,Port Infrastructure,MGR046,Fixed Term Contract,Walk-in / Site Gate,19,0.8,17400,0.0445,6.4,1,1,0,0.55
EMP10645,2026-06-13,Quality Assurance & Control,Deputy Manager,5,Bengaluru Tech Park,Commercial,MGR083,Fixed Term Contract,Internal Transfer,40,8.0,112100,0.2176,16.4,0,4,1,0.2
EMP10646,2025-12-06,MEP,Junior Engineer,2,Pune Metro Reach-3,Metro,MGR090,Apprentice / Trainee,Internal Transfer,36,5.8,29200,0.05,1.6,0,2,0,0.25
EMP10647,2025-06-14,Planning & Coordination,Deputy Manager,5,Nagpur Expressway Pkg-4,Highway,MGR019,Permanent,Recruitment Consultancy,40,6.9,84600,-0.0699,2.8,1,4,1,0.85
EMP10648,2019-12-21,Civil Execution,Site Helper,1,Pune Metro Reach-3,Metro,MGR044,Fixed Term Contract,Labour Contractor,21,3.2,16800,-0.0195,19.2,0,1,0,0.25
EMP10649,2024-03-02,Accounts & Finance,Accounts Officer,3,Ahmedabad Water Works,Water,MGR033,Retainer,Naukri / Job Portal,32,3.7,47400,0.2266,44.4,0,2,1,0.65
EMP10650,2022-10-26,MEP,Junior Engineer,2,Delhi NCR Logistics Hub,Industrial,MGR064,Fixed Term Contract,Walk-in / Site Gate,27,2.6,31400,0.1712,12.4,0,2,0,0.45
EMP10651,2026-06-20,Business Support Services,Procurement Executive,3,Pune Metro Reach-3,Metro,MGR016,Fixed Term Contract,Naukri / Job Portal,24,3.2,45700,-0.022,2.1,0,3,0,0.25
EMP10652,2019-06-09,Civil Execution,Junior Engineer,2,Nagpur Expressway Pkg-4,Highway,MGR032,Fixed Term Contract,Recruitment Consultancy,34,5.3,25900,-0.0634,1.7,1,2,1,0.85
EMP10653,2022-06-30,HR & Admin,Deputy Manager,5,JNPA WOLP,Port Infrastructure,MGR081,Permanent,Naukri / Job Portal,38,7.0,97100,0.0664,1.1,1,4,0,0.55
EMP10654,2023-08-12,Civil Execution,Site Engineer,3,Bengaluru Tech Park,Commercial,MGR024,Apprentice / Trainee,Employee Referral,29,4.6,47100,0.0887,10.6,0,3,1,0.2
EMP10655,2024-06-22,Stores & Logistics,Supervisor,2,Nagpur Expressway Pkg-4,Highway,MGR010,Fixed Term Contract,Recruitment Consultancy,36,6.1,32600,0.0475,1.4,1,2,1,0.85
EMP10656,2022-12-25,Design & Engineering,Senior Engineer,4,Ahmedabad Water Works,Water,MGR094,Apprentice / Trainee,Labour Contractor,24,5.1,69300,0.0533,2.8,1,4,0,0.65
EMP10657,2024-03-02,MEP,Senior Engineer,4,JNPA WOLP,Port Infrastructure,MGR044,Fixed Term Contract,Naukri / Job Portal,35,5.5,60700,-0.0816,5.7,1,4,0,0.55
EMP10658,2022-12-30,Quality Assurance & Control,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR010,Permanent,Employee Referral,38,6.7,113500,0.2506,4.7,0,4,0,0.15
EMP10659,2024-03-23,Stores & Logistics,Site Helper,1,Nagpur Expressway Pkg-4,Highway,MGR094,Fixed Term Contract,Labour Contractor,26,0.1,15800,-0.0436,1.2,1,1,0,0.85
EMP10660,2024-06-22,Stores & Logistics,Supervisor,2,Bengaluru Tech Park,Commercial,MGR039,Permanent,Naukri / Job Portal,38,4.6,29100,-0.049,12.4,0,2,0,0.2
EMP10661,2025-09-13,Civil Execution,Site Helper,1,Mantralaya Redevelopment,Government Building,MGR079,Fixed Term Contract,Labour Contractor,26,1.1,19100,0.1425,1.3,0,1,0,0.15
EMP10662,2024-05-11,MEP,Senior Engineer,4,Ahmedabad Water Works,Water,MGR076,Apprentice / Trainee,Employee Referral,35,6.3,70300,0.0542,0.5,1,4,1,0.65
EMP10663,2025-08-16,HR & Admin,Deputy Manager,5,Delhi NCR Logistics Hub,Industrial,MGR046,Permanent,Employee Referral,40,7.5,90200,-0.0149,1.3,1,4,1,0.45
EMP10664,2026-01-31,MEP,Deputy Manager,5,Nagpur Expressway Pkg-4,Highway,MGR004,Apprentice / Trainee,Recruitment Consultancy,40,6.4,107900,0.1929,4.9,1,4,0,0.85
EMP10665,2025-07-26,MEP,Junior Engineer,2,Pune Metro Reach-3,Metro,MGR115,Permanent,Walk-in / Site Gate,19,2.0,24300,-0.0873,29.0,0,2,0,0.25
EMP10666,2020-05-14,MEP,Junior Engineer,2,Pune Metro Reach-3,Metro,MGR080,Fixed Term Contract,Recruitment Consultancy,33,3.1,25800,-0.0433,19.1,0,2,1,0.25
EMP10667,2024-11-30,Stores & Logistics,Site Helper,1,JNPA WOLP,Port Infrastructure,MGR069,Fixed Term Contract,Walk-in / Site Gate,31,1.2,13700,-0.1815,4.8,1,1,1,0.55
EMP10668,2026-07-11,Procurement,Procurement Executive,3,Delhi NCR Logistics Hub,Industrial,MGR039,Fixed Term Contract,Naukri / Job Portal,24,3.2,42100,-0.099,5.0,1,3,0,0.45
EMP10669,2020-10-19,Business Support Services,HR Executive,3,Mantralaya Redevelopment,Government Building,MGR032,Apprentice / Trainee,Naukri / Job Portal,32,5.9,42000,0.0895,12.1,0,2,0,0.15
EMP10670,2023-04-15,Business Support Services,Accounts Officer,3,Mantralaya Redevelopment,Government Building,MGR063,Permanent,Employee Referral,35,4.7,32300,-0.1736,49.4,0,2,1,0.15
EMP10671,2021-06-13,Civil Execution,Project Manager,6,Nagpur Expressway Pkg-4,Highway,MGR087,Fixed Term Contract,Employee Referral,40,7.7,128400,-0.0817,3.3,1,5,1,0.85
EMP10672,2020-02-22,Accounts & Finance,Accounts Officer,3,JNPA WOLP,Port Infrastructure,MGR024,Fixed Term Contract,Employee Referral,37,5.5,49600,0.2575,45.7,0,2,1,0.55
EMP10673,2025-12-06,MEP,Junior Engineer,2,JNPA WOLP,Port Infrastructure,MGR049,Permanent,Naukri / Job Portal,36,3.5,33300,0.2291,6.5,1,2,1,0.55
EMP10674,2024-03-09,Accounts & Finance,Accounts Officer,3,Mantralaya Redevelopment,Government Building,MGR072,Permanent,Employee Referral,40,3.9,29300,-0.2435,23.1,0,2,1,0.15
EMP10675,2024-09-21,Quality Assurance & Control,Deputy Manager,5,Ahmedabad Water Works,Water,MGR072,Fixed Term Contract,Recruitment Consultancy,36,6.5,105100,0.1607,3.4,1,4,0,0.65
EMP10676,2022-12-28,Accounts & Finance,Deputy Manager,5,Mumbai HO,Corporate,MGR065,Fixed Term Contract,Naukri / Job Portal,37,7.6,101300,0.1052,6.5,0,4,1,0.05
EMP10677,2021-09-26,Civil Execution,Construction Manager,5,Ahmedabad Water Works,Water,MGR112,Retainer,Employee Referral,41,6.4,111600,0.0796,8.4,1,5,1,0.65
EMP10678,2019-11-30,Stores & Logistics,Site Helper,1,Bengaluru Tech Park,Commercial,MGR103,Fixed Term Contract,Walk-in / Site Gate,23,0.7,16700,0.0037,31.4,0,1,0,0.2
EMP10679,2024-08-03,EHS,Supervisor,2,Bengaluru Tech Park,Commercial,MGR049,Fixed Term Contract,Employee Referral,33,3.6,32000,0.0578,9.4,0,2,1,0.2
EMP10680,2023-11-18,Civil Execution,Site Engineer,3,Delhi NCR Logistics Hub,Industrial,MGR032,Apprentice / Trainee,Labour Contractor,34,3.6,46500,0.0872,35.7,0,3,0,0.45
EMP10681,2026-01-24,MEP,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR052,Permanent,Recruitment Consultancy,43,8.2,86200,-0.0657,1.2,0,4,1,0.15
EMP10682,2023-11-18,Planning & Coordination,Planning Engineer,4,Mumbai HO,Corporate,MGR086,Fixed Term Contract,Naukri / Job Portal,33,4.8,57400,-0.0642,14.3,0,4,1,0.05
EMP10683,2024-03-16,MEP,Junior Engineer,2,Bengaluru Tech Park,Commercial,MGR062,Fixed Term Contract,Employee Referral,35,2.7,26500,-0.0128,3.8,0,2,1,0.2
EMP10684,2023-07-29,EHS,Supervisor,2,Pune Metro Reach-3,Metro,MGR016,Fixed Term Contract,Naukri / Job Portal,39,3.2,22000,-0.2694,45.6,0,2,1,0.25
EMP10685,2025-09-20,Procurement,Procurement Executive,3,Nagpur Expressway Pkg-4,Highway,MGR031,Permanent,Campus Hiring,25,7.5,50600,0.0316,0.5,1,3,1,0.85
EMP10686,2025-07-26,Accounts & Finance,Deputy Manager,5,Nagpur Expressway Pkg-4,Highway,MGR038,Permanent,Employee Referral,36,7.2,90300,-0.0105,6.0,1,4,1,0.85
EMP10687,2023-05-20,Civil Execution,Junior Engineer,2,Pune Metro Reach-3,Metro,MGR040,Retainer,Recruitment Consultancy,23,1.7,23800,-0.1029,16.4,0,2,1,0.25
EMP10688,2021-10-28,Civil Execution,Construction Manager,5,Bengaluru Tech Park,Commercial,MGR118,Permanent,Naukri / Job Portal,35,6.3,122700,0.1883,7.5,0,5,0,0.2
EMP10689,2020-07-17,Design & Engineering,Design Engineer,4,Pune Metro Reach-3,Metro,MGR089,Retainer,Naukri / Job Portal,33,5.5,56700,-0.1135,30.5,0,4,1,0.25
EMP10690,2025-02-08,Design & Engineering,Deputy Manager,5,Bengaluru Tech Park,Commercial,MGR099,Permanent,Employee Referral,40,6.5,68800,-0.2402,14.9,0,4,1,0.2
EMP10691,2026-05-09,MEP,Deputy Manager,5,Pune Metro Reach-3,Metro,MGR030,Permanent,Internal Transfer,34,6.6,104900,0.1572,23.3,0,4,0,0.25
EMP10692,2026-03-21,Civil Execution,Site Engineer,3,Mantralaya Redevelopment,Government Building,MGR033,Fixed Term Contract,Internal Transfer,28,7.1,40300,-0.0942,8.8,0,3,1,0.15
EMP10693,2026-03-28,Civil Execution,Construction Manager,5,Mantralaya Redevelopment,Government Building,MGR023,Permanent,Recruitment Consultancy,31,6.7,110700,0.0673,12.3,0,5,0,0.15
EMP10694,2020-07-23,EHS,Safety Officer,3,Delhi NCR Logistics Hub,Industrial,MGR120,Fixed Term Contract,Employee Referral,26,3.6,39700,-0.0242,4.3,1,3,1,0.45
EMP10695,2020-10-08,Civil Execution,Project Manager,6,Nagpur Expressway Pkg-4,Highway,MGR096,Permanent,Internal Transfer,43,10.8,132900,-0.0808,2.7,1,5,1,0.85
EMP10696,2025-11-22,Planning & Coordination,Deputy Manager,5,Bengaluru Tech Park,Commercial,MGR020,Permanent,Naukri / Job Portal,31,6.2,81200,-0.1003,8.5,0,4,0,0.2
EMP10697,2023-11-04,Quality Assurance & Control,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR060,Permanent,Recruitment Consultancy,42,6.9,68000,-0.2524,13.5,0,4,0,0.15
EMP10698,2019-10-31,Quality Assurance & Control,Deputy Manager,5,JNPA WOLP,Port Infrastructure,MGR073,Permanent,Recruitment Consultancy,35,7.2,81500,-0.1069,4.7,1,4,0,0.55
EMP10699,2023-04-29,Design & Engineering,Design Engineer,4,Bengaluru Tech Park,Commercial,MGR016,Permanent,Naukri / Job Portal,29,5.6,63200,-0.013,21.2,0,4,1,0.2
EMP10700,2025-02-01,Design & Engineering,Deputy Manager,5,Nagpur Expressway Pkg-4,Highway,MGR040,Fixed Term Contract,Employee Referral,45,8.7,81800,-0.1182,5.3,1,4,1,0.85
EMP10701,2021-05-18,EHS,Supervisor,2,Bengaluru Tech Park,Commercial,MGR026,Fixed Term Contract,Walk-in / Site Gate,22,2.7,28200,-0.0581,17.5,0,2,1,0.2
EMP10702,2025-08-16,Stores & Logistics,Deputy Manager,5,Bengaluru Tech Park,Commercial,MGR083,Fixed Term Contract,Employee Referral,39,6.8,92600,0.0192,14.3,0,4,1,0.2
EMP10703,2020-09-16,Planning & Coordination,Senior Engineer,4,Pune Metro Reach-3,Metro,MGR094,Permanent,Walk-in / Site Gate,32,5.5,59900,-0.0937,5.9,0,4,0,0.25
EMP10704,2019-10-10,Civil Execution,Construction Manager,5,Delhi NCR Logistics Hub,Industrial,MGR104,Permanent,Recruitment Consultancy,38,9.5,85100,-0.2043,27.0,0,5,1,0.45
EMP10705,2019-08-20,Accounts & Finance,Accounts Officer,3,Nagpur Expressway Pkg-4,Highway,MGR017,Apprentice / Trainee,Labour Contractor,35,3.6,40100,0.0389,2.9,1,2,0,0.85
EMP10706,2025-01-11,Civil Execution,Site Helper,1,JNPA WOLP,Port Infrastructure,MGR112,Fixed Term Contract,Labour Contractor,21,0.8,18400,0.1045,24.1,0,1,1,0.55
EMP10707,2019-10-22,Stores & Logistics,Deputy Manager,5,Bengaluru Tech Park,Commercial,MGR086,Permanent,Recruitment Consultancy,34,8.2,99800,0.0817,10.8,0,4,1,0.2
EMP10708,2023-09-09,Civil Execution,Construction Manager,5,Delhi NCR Logistics Hub,Industrial,MGR026,Fixed Term Contract,Employee Referral,37,6.7,117100,0.129,5.7,1,5,1,0.45
EMP10709,2025-07-12,Business Support Services,Accounts Officer,3,Mumbai HO,Corporate,MGR057,Permanent,Naukri / Job Portal,30,4.0,33200,-0.1438,10.2,0,2,0,0.05
EMP10710,2024-10-05,Accounts & Finance,Deputy Manager,5,Bengaluru Tech Park,Commercial,MGR030,Permanent,Employee Referral,29,7.2,91100,-0.0017,51.3,0,4,1,0.2
EMP10711,2021-02-24,Planning & Coordination,Planning Engineer,4,Bengaluru Tech Park,Commercial,MGR079,Permanent,Naukri / Job Portal,34,6.6,50600,-0.1916,6.5,0,4,0,0.2
EMP10712,2025-11-15,Civil Execution,Junior Engineer,2,JNPA WOLP,Port Infrastructure,MGR079,Fixed Term Contract,Naukri / Job Portal,26,5.6,31100,0.1208,34.3,0,2,1,0.55
EMP10713,2025-03-01,MEP,Senior Engineer,4,Mantralaya Redevelopment,Government Building,MGR117,Apprentice / Trainee,Naukri / Job Portal,29,4.7,62100,-0.0519,29.5,0,4,0,0.15
EMP10714,2024-10-05,MEP,Senior Engineer,4,Delhi NCR Logistics Hub,Industrial,MGR090,Permanent,Internal Transfer,31,6.7,77800,0.1615,1.8,1,4,1,0.45
EMP10715,2024-07-27,Quality Assurance & Control,Deputy Manager,5,Nagpur Expressway Pkg-4,Highway,MGR031,Fixed Term Contract,Recruitment Consultancy,33,7.2,91000,-0.0028,2.4,1,4,1,0.85
EMP10716,2019-07-06,Business Support Services,Accounts Officer,3,Nagpur Expressway Pkg-4,Highway,MGR103,Fixed Term Contract,Walk-in / Site Gate,34,4.1,43600,0.1231,3.4,1,2,0,0.85
EMP10717,2025-08-16,Quality Assurance & Control,Junior Engineer,2,Nagpur Expressway Pkg-4,Highway,MGR071,Fixed Term Contract,Labour Contractor,26,2.4,28700,0.0729,16.9,0,2,1,0.85
EMP10718,2023-12-23,Stores & Logistics,Supervisor,2,Nagpur Expressway Pkg-4,Highway,MGR074,Fixed Term Contract,Recruitment Consultancy,33,4.7,30700,0.0021,5.6,1,2,0,0.85
EMP10719,2025-02-01,Procurement,Procurement Executive,3,Delhi NCR Logistics Hub,Industrial,MGR078,Apprentice / Trainee,Walk-in / Site Gate,28,3.6,50900,0.0843,13.8,0,3,0,0.45
EMP10720,2020-03-03,Procurement,Deputy Manager,5,Delhi NCR Logistics Hub,Industrial,MGR082,Fixed Term Contract,Recruitment Consultancy,33,6.5,98400,0.0867,2.8,1,4,1,0.45
EMP10721,2024-04-13,Civil Execution,Senior Engineer,4,Bengaluru Tech Park,Commercial,MGR113,Permanent,Labour Contractor,45,5.7,69100,0.0432,16.1,0,4,0,0.2
EMP10722,2022-02-03,Design & Engineering,Design Engineer,4,Bengaluru Tech Park,Commercial,MGR043,Permanent,Employee Referral,31,6.2,67600,0.0486,6.4,0,4,1,0.2
EMP10723,2024-11-09,Quality Assurance & Control,Junior Engineer,2,JNPA WOLP,Port Infrastructure,MGR060,Permanent,Employee Referral,24,2.6,23400,-0.1272,3.4,1,2,1,0.55
EMP10724,2024-02-03,Civil Execution,Supervisor,2,JNPA WOLP,Port Infrastructure,MGR008,Fixed Term Contract,Campus Hiring,26,3.8,25100,-0.1722,1.5,1,2,0,0.55
EMP10725,2024-05-25,Procurement,Procurement Executive,3,Pune Metro Reach-3,Metro,MGR053,Fixed Term Contract,Naukri / Job Portal,31,3.6,51200,0.0907,25.3,0,3,0,0.25
EMP10726,2023-11-25,Civil Execution,Site Helper,1,Ahmedabad Water Works,Water,MGR037,Permanent,Walk-in / Site Gate,25,2.7,13400,-0.2134,0.9,1,1,0,0.65
EMP10727,2023-10-07,Planning & Coordination,Planning Engineer,4,Ahmedabad Water Works,Water,MGR082,Permanent,Campus Hiring,31,4.7,66500,0.0853,2.7,1,4,1,0.65
EMP10728,2022-06-18,Civil Execution,Project Manager,6,JNPA WOLP,Port Infrastructure,MGR004,Fixed Term Contract,Employee Referral,38,9.2,135500,-0.0467,2.3,1,5,1,0.55
EMP10729,2020-01-13,Civil Execution,Project Manager,6,Nagpur Expressway Pkg-4,Highway,MGR119,Permanent,Employee Referral,51,10.0,144200,0.0059,3.3,1,5,1,0.85
EMP10730,2019-12-11,Design & Engineering,Senior Engineer,4,Ahmedabad Water Works,Water,MGR115,Retainer,Naukri / Job Portal,39,6.0,60800,-0.0852,6.2,1,4,1,0.65
EMP10731,2019-04-30,Stores & Logistics,Store Officer,2,Pune Metro Reach-3,Metro,MGR075,Fixed Term Contract,Recruitment Consultancy,35,3.4,30100,0.0329,12.2,0,2,1,0.25
EMP10732,2025-01-04,Civil Execution,Construction Manager,5,Nagpur Expressway Pkg-4,Highway,MGR098,Permanent,Employee Referral,35,9.1,101300,-0.0487,49.1,0,5,1,0.85
EMP10733,2025-04-12,Planning & Coordination,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR016,Permanent,Naukri / Job Portal,45,6.5,78500,-0.1331,21.3,0,4,1,0.15
EMP10734,2019-04-04,Business Support Services,Procurement Executive,3,Mumbai HO,Corporate,MGR084,Permanent,Labour Contractor,40,4.4,51000,0.0765,14.6,0,3,0,0.05
EMP10735,2019-02-28,Stores & Logistics,Site Helper,1,Nagpur Expressway Pkg-4,Highway,MGR085,Fixed Term Contract,Labour Contractor,30,2.0,16600,-0.0175,3.7,1,1,0,0.85
EMP10736,2026-01-31,Design & Engineering,Senior Engineer,4,Pune Metro Reach-3,Metro,MGR065,Fixed Term Contract,Labour Contractor,45,4.7,67800,0.0352,41.1,0,4,0,0.25
EMP10737,2024-09-28,Accounts & Finance,Accounts Officer,3,Mumbai HO,Corporate,MGR086,Permanent,Employee Referral,26,3.1,32700,-0.1479,4.6,0,2,1,0.05
EMP10738,2023-01-10,MEP,Junior Engineer,2,Pune Metro Reach-3,Metro,MGR023,Permanent,Naukri / Job Portal,27,4.0,22000,-0.1926,17.7,0,2,1,0.25
EMP10739,2024-10-26,Civil Execution,Site Engineer,3,Pune Metro Reach-3,Metro,MGR088,Permanent,Labour Contractor,29,4.4,47200,0.0935,7.7,0,3,0,0.25
EMP10740,2019-10-12,Quality Assurance & Control,Deputy Manager,5,JNPA WOLP,Port Infrastructure,MGR029,Permanent,Recruitment Consultancy,35,8.6,107800,0.1633,30.0,0,4,0,0.55
EMP10741,2025-09-27,MEP,Site Engineer,3,JNPA WOLP,Port Infrastructure,MGR053,Apprentice / Trainee,Campus Hiring,37,3.7,45200,0.0556,3.3,1,3,1,0.55
EMP10742,2026-03-21,EHS,Deputy Manager,5,Ahmedabad Water Works,Water,MGR117,Fixed Term Contract,Recruitment Consultancy,40,7.0,85100,-0.0654,3.6,1,4,0,0.65
EMP10743,2024-03-16,Quality Assurance & Control,Deputy Manager,5,Delhi NCR Logistics Hub,Industrial,MGR045,Fixed Term Contract,Employee Referral,32,6.3,87100,-0.036,2.7,1,4,1,0.45
EMP10744,2026-06-20,Design & Engineering,Deputy Manager,5,Mumbai HO,Corporate,MGR114,Fixed Term Contract,Naukri / Job Portal,36,8.0,83200,-0.0963,8.7,0,4,0,0.05
EMP10745,2019-10-09,Civil Execution,Project Manager,6,Bengaluru Tech Park,Commercial,MGR084,Fixed Term Contract,Recruitment Consultancy,55,8.8,144100,0.0183,11.1,0,5,1,0.2
EMP10746,2025-11-22,Design & Engineering,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR032,Apprentice / Trainee,Recruitment Consultancy,35,6.2,71700,-0.2055,3.1,0,4,0,0.15
EMP10747,2023-11-11,Civil Execution,Site Engineer,3,Mumbai HO,Corporate,MGR084,Permanent,Employee Referral,31,5.7,47100,0.0752,12.6,0,3,1,0.05
EMP10748,2025-02-01,Civil Execution,Junior Engineer,2,Delhi NCR Logistics Hub,Industrial,MGR026,Apprentice / Trainee,Recruitment Consultancy,23,2.0,29800,0.1193,42.8,0,2,1,0.45
EMP10749,2023-11-18,Civil Execution,Project Manager,6,JNPA WOLP,Port Infrastructure,MGR083,Permanent,Naukri / Job Portal,26,8.5,116300,-0.1755,3.8,1,5,0,0.55
EMP10750,2022-07-08,Procurement,Deputy Manager,5,Delhi NCR Logistics Hub,Industrial,MGR017,Permanent,Internal Transfer,41,7.8,101400,0.1038,22.1,0,4,0,0.45
EMP10751,2025-04-26,HR & Admin,HR Executive,3,JNPA WOLP,Port Infrastructure,MGR004,Apprentice / Trainee,Campus Hiring,32,4.0,42600,0.1291,2.5,1,2,0,0.55
EMP10752,2024-05-18,Stores & Logistics,Store Officer,2,JNPA WOLP,Port Infrastructure,MGR098,Fixed Term Contract,Campus Hiring,25,1.8,28400,-0.0072,4.3,1,2,1,0.55
EMP10753,2025-06-14,Civil Execution,Senior Engineer,4,Bengaluru Tech Park,Commercial,MGR035,Permanent,Employee Referral,19,5.1,67300,0.0229,12.2,0,4,1,0.2
EMP10754,2020-04-22,Civil Execution,Junior Engineer,2,Nagpur Expressway Pkg-4,Highway,MGR078,Fixed Term Contract,Naukri / Job Portal,30,3.2,27500,0.0186,5.5,1,2,0,0.85
EMP10755,2024-10-12,Quality Assurance & Control,Junior Engineer,2,Pune Metro Reach-3,Metro,MGR101,Permanent,Naukri / Job Portal,30,2.3,24100,-0.098,19.3,0,2,0,0.25
EMP10756,2022-04-30,Stores & Logistics,Site Helper,1,Mumbai HO,Corporate,MGR090,Fixed Term Contract,Walk-in / Site Gate,19,0.6,15900,-0.0433,1.8,0,1,0,0.05
EMP10757,2019-05-29,Accounts & Finance,Deputy Manager,5,Mumbai HO,Corporate,MGR005,Permanent,Recruitment Consultancy,27,6.2,95100,0.0537,8.7,0,4,0,0.05
EMP10758,2019-05-19,Procurement,Deputy Manager,5,Mumbai HO,Corporate,MGR064,Permanent,Employee Referral,49,7.3,105500,0.1548,12.5,0,4,1,0.05
EMP10759,2020-08-14,Planning & Coordination,Planning Engineer,4,Pune Metro Reach-3,Metro,MGR086,Apprentice / Trainee,Recruitment Consultancy,32,5.3,56300,-0.0874,37.7,0,4,0,0.25
EMP10760,2026-04-11,Civil Execution,Site Helper,1,JNPA WOLP,Port Infrastructure,MGR020,Permanent,Labour Contractor,19,1.7,16700,-0.0081,5.8,1,1,0,0.55
EMP10761,2023-09-30,HR & Admin,HR Executive,3,JNPA WOLP,Port Infrastructure,MGR033,Permanent,Naukri / Job Portal,36,3.8,42800,0.137,30.6,0,2,1,0.55
EMP10762,2024-03-16,Stores & Logistics,Supervisor,2,Pune Metro Reach-3,Metro,MGR012,Permanent,Walk-in / Site Gate,28,3.1,38200,0.27,24.1,0,2,0,0.25
EMP10763,2025-04-05,Design & Engineering,Deputy Manager,5,Mumbai HO,Corporate,MGR059,Fixed Term Contract,Internal Transfer,41,7.5,60300,-0.3414,28.0,0,4,1,0.05
EMP10764,2019-07-07,Civil Execution,Construction Manager,5,Delhi NCR Logistics Hub,Industrial,MGR007,Permanent,Recruitment Consultancy,36,6.8,100000,-0.0369,0.7,1,5,1,0.45
